capture_id,hand_index,handedness,gesture,landmark_idx,x_norm,y_norm,z_norm,x_pixel,y_pixel,depth_meters,x_meters,y_meters,z_meters
4,0,Right,OPEN HAND THUMB UP,4,0.4731484651565552,0.6649453639984131,-0.016957329586148262,302,319,0.0,-0.0,0.0,0.0
4,0,Right,OPEN HAND THUMB UP,5,0.47688156366348267,0.7069559693336487,-0.0049951751716434956,305,339,1.190000057220459,-0.046756163239479065,0.30586671829223633,1.190000057220459
4,0,Right,OPEN HAND THUMB UP,6,0.45249029994010925,0.6992127299308777,-0.010563257150352001,289,335,1.1970000267028809,-0.09657707065343857,0.29527944326400757,1.1970000267028809
4,0,Right,OPEN HAND THUMB UP,7,0.4380006790161133,0.6978855729103088,-0.01622804068028927,280,334,1.193000078201294,-0.12403077632188797,0.2912064492702484,1.193000078201294
4,0,Right,OPEN HAND THUMB UP,8,0.4245205521583557,0.6978775858879089,-0.020763756707310677,271,334,1.1970000267028809,-0.15231618285179138,0.2921828329563141,1.1970000267028809
4,0,Right,OPEN HAND THUMB UP,9,0.473736971616745,0.7279924750328064,-0.003938684705644846,303,349,1.1970000267028809,-0.053224433213472366,0.33863210678100586,1.1970000267028809
4,0,Right,OPEN HAND THUMB UP,10,0.44701239466667175,0.7286193370819092,-0.009414666332304478,286,349,1.2070000171661377,-0.10675135999917984,0.34146109223365784,1.2070000171661377
4,0,Right,OPEN HAND THUMB UP,11,0.4320182502269745,0.7316449880599976,-0.015557550825178623,276,351,1.2020000219345093,-0.137404665350914,0.3462657034397125,1.2020000219345093
4,0,Right,OPEN HAND THUMB UP,12,0.4191308617591858,0.7348645925521851,-0.020312640815973282,268,352,1.1970000267028809,-0.16160602867603302,0.3479219377040863,1.1970000267028809
4,0,Right,OPEN HAND THUMB UP,13,0.47656136751174927,0.7465953230857849,-0.004355137702077627,304,358,1.1970000267028809,-0.05012781545519829,0.3665016293525696,1.1970000267028809
4,0,Right,OPEN HAND THUMB UP,14,0.45186206698417664,0.7530996799468994,-0.010208777152001858,289,361,1.2020000219345093,-0.09698048233985901,0.3773612082004547,1.2020000219345093
4,0,Right,OPEN HAND THUMB UP,15,0.4377129375934601,0.7573879361152649,-0.014997809194028378,280,363,1.2040001153945923,-0.1251744031906128,0.38421857357025146,1.2040001153945923
4,0,Right,OPEN HAND THUMB UP,16,0.4260200262069702,0.7609285116195679,-0.018428634852170944,272,365,1.2160000801086426,-0.15158814191818237,0.39433953166007996,1.2160000801086426
4,0,Right,OPEN HAND THUMB UP,17,0.4840438663959503,0.763064980506897,-0.005958591587841511,309,366,1.190000057220459,-0.03444213047623634,0.3889864385128021,1.190000057220459
4,0,Right,OPEN HAND THUMB UP,18,0.46686217188835144,0.7710502743721008,-0.011188323609530926,298,370,1.1990000009536743,-0.06882231682538986,0.40433546900749207,1.1990000009536743
4,0,Right,OPEN HAND THUMB UP,19,0.45553815364837646,0.774222731590271,-0.014184734784066677,291,371,1.1970000267028809,-0.09038384258747101,0.406757652759552,1.1970000267028809
4,0,Right,OPEN HAND THUMB UP,20,0.4456133544445038,0.7757034301757812,-0.01620863564312458,285,372,1.1970000267028809,-0.10896354913711548,0.40985429286956787,1.1970000267028809
5,0,Right,OPEN HAND THUMB UP,0,0.5382272005081177,0.7073038816452026,5.215805032321441e-08,344,339,1.4840000867843628,0.09141648560762405,0.38143378496170044,1.4840000867843628
5,0,Right,OPEN HAND THUMB UP,1,0.5246011018753052,0.6842454671859741,-0.007272960152477026,335,328,1.474000096321106,0.05648156628012657,0.3369181454181671,1.474000096321106
5,0,Right,OPEN HAND THUMB UP,2,0.5081353783607483,0.668929934501648,-0.009110434912145138,325,321,1.4630000591278076,0.018212513998150826,0.3079105317592621,1.4630000591278076
5,0,Right,OPEN HAND THUMB UP,3,0.49344897270202637,0.6605809330940247,-0.010733377188444138,315,317,1.474000096321106,-0.019782664254307747,0.29497280716896057,1.474000096321106
